"parentCustomerID","child_id","ChildCustomerId"
91,2380,"1. Parent company"
91,2382,"1. Parent company"
91,2383,"1. Parent company"
2384,2385,"1. Parent company"
238,2387,"3. Factuuradres"
238,2387,"1. Parent company"
2388,2390,"1. Parent company"
2392,2393,"1. Parent company"
1525,2394,"3. Factuuradres"
1525,2394,"1. Parent company"
218,2395,"1. Parent company"
220,2397,"1. Parent company"
220,2398,"1. Parent company"
158,2400,"1. Parent company"
2093,2402,"1. Parent company"
2093,2403,"1. Parent company"
2093,2404,"1. Parent company"
2093,2405,"1. Parent company"
2093,2406,"1. Parent company"
2093,2407,"1. Parent company"
2093,2408,"3. Factuuradres"
2093,2408,"1. Parent company"
2093,2409,"1. Parent company"
1492,2410,"1. Parent company"
291,2412,"1. Parent company"
2412,2413,"1. Parent company"
1211,2415,"1. Parent company"
225,2416,"1. Parent company"
98,2420,"1. Parent company"
98,2421,"3. Factuuradres"
98,2421,"1. Parent company"
98,2422,"1. Parent company"
98,2423,"1. Parent company"
189,2425,"1. Parent company"
227,2427,"1. Parent company"
225,2429,"3. Factuuradres"
225,2429,"1. Parent company"
225,2430,"1. Parent company"
225,2431,"3. Factuuradres"
225,2431,"1. Parent company"
225,2432,"1. Parent company"
225,2433,"3. Factuuradres"
225,2433,"1. Parent company"
225,2434,"1. Parent company"
225,2435,"1. Parent company"
225,2436,"1. Parent company"
225,2437,ii. Hotel
225,2437,i. Hotel Chain
225,2438,"3. Factuuradres"
225,2438,"1. Parent company"
225,2439,"1. Parent company"
1165,2440,"1. Parent company"
1165,2441,"1. Parent company"
2442,2443,"1. Parent company"
2445,2446,"1. Parent company"
2445,2448,"1. Parent company"
299,2449,"1. Parent company"
2451,2452,"1. Parent company"
289,2453,"1. Parent company"
2453,2454,"1. Parent company"
2455,2456,"1. Parent company"
1050,2459,"3. Factuuradres"
1050,2459,"1. Parent company"
1050,2460,"1. Parent company"
1050,2461,"1. Parent company"
1050,2462,"1. Parent company"
1050,2463,"1. Parent company"
1050,2464,"1. Parent company"
1050,2465,"1. Parent company"
1050,2466,"1. Parent company"
1247,2467,"1. Parent company"
286,2469,"1. Parent company"
1050,2470,"1. Parent company"
1050,2471,"1. Parent company"
2473,2474,"1. Parent company"
2473,2475,Chain
2473,2475,Hotelname
199,2477,"1. Parent company"
98,2481,"3. Factuuradres"
98,2481,"1. Parent company"
98,2482,"1. Parent company"
98,2483,"1. Parent company"
98,2484,"1. Parent company"
225,2487,"3. Factuuradres"
225,2487,"1. Parent company"
853,2489,"1. Parent company"
3136,2490,"1. Parent company"
227,2491,"1. Parent company"
2494,2495,"1. Parent company"
2494,2496,Chain
2494,2496,Hotelname
2494,2497,"1. Parent company"
174,2498,"3. Factuuradres"
174,2498,"1. Parent company"
291,2500,Chain
291,2500,Hotelname
1049,2501,"1. Parent company"
1049,2502,Chain
1049,2502,Hotelname
1049,2503,"1. Parent company"
1049,2504,"1. Parent company"
230,2505,"3. Factuuradres"
230,2505,"1. Parent company"
174,2507,Chain
174,2507,Hotelname
2155,2508,"1. Parent company"
2155,2509,"1. Parent company"
2155,2510,"1. Parent company"
308,2512,"1. Parent company"
2511,2513,"1. Parent company"
190,2516,"1. Parent company"
2517,2518,"1. Parent company"
2494,2519,"1. Parent company"
2521,2522,"1. Parent company"
2523,2524,"1. Parent company"
2012,2525,"1. Parent company"
191,2526,"1. Parent company"
2155,2528,"1. Parent company"
2155,2529,"1. Parent company"
2530,2531,"1. Parent company"
232,2533,"3. Factuuradres"
232,2533,"1. Parent company"
232,2534,"1. Parent company"
232,2535,"1. Parent company"
71,2536,"1. Parent company"
71,2537,"1. Parent company"
71,2538,"1. Parent company"
91,2539,B. Booker
91,2540,"1. Parent company"
91,2541,"1. Parent company"
116,2542,Sales Manager
116,2542,Chain
116,2543,"3. Factuuradres"
116,2543,"1. Parent company"
116,2544,"1. Parent company"
1049,2545,"1. Parent company"
148,2546,"3. Factuuradres"
148,2546,"1. Parent company"
148,2547,"1. Parent company"
1220,2549,"1. Parent company"
1220,2550,"1. Parent company"
2155,2552,"1. Parent company"
2155,2553,"1. Parent company"
225,2554,"1. Parent company"
225,2555,"1. Parent company"
225,2556,"1. Parent company"
225,2557,"1. Parent company"
232,2558,"1. Parent company"
2559,2560,"1. Parent company"
2514,2562,"1. Parent company"
2563,2564,"3. Factuuradres"
2563,2564,Finance
225,2566,"1. Parent company"
225,2567,"3. Factuuradres"
225,2567,"1. Parent company"
225,2568,"1. Parent company"
225,2569,"1. Parent company"
225,2570,"1. Parent company"
225,2571,"1. Parent company"
225,2572,"1. Parent company"
2573,2574,"1. Parent company"
1220,2575,"1. Parent company"
1220,2576,"1. Parent company"
181,2577,"1. Parent company"
2155,2578,"1. Parent company"
190,2580,"1. Parent company"
2523,2581,"1. Parent company"
2582,2583,"1. Parent company"
1250,2584,"1. Parent company"
2494,2585,"3. Factuuradres"
2494,2585,"1. Parent company"
2155,2586,"1. Parent company"
2155,2587,"1. Parent company"
2155,2588,"3. Factuuradres"
2155,2588,"1. Parent company"
290,2589,"1. Parent company"
2445,2595,"1. Parent company"
1220,2596,"1. Parent company"
2597,2598,"1. Parent company"
174,2600,"1. Parent company"
2601,2602,"3. Factuuradres"
2601,2602,"1. Parent company"
174,2606,ii. Hotel
174,2606,i. Hotel Chain
2607,2608,"1. Parent company"
1042,2609,"1. Parent company"
2609,2610,"1. Parent company"
808,2611,"1. Parent company"
808,2612,"1. Parent company"
1220,2613,"1. Parent company"
199,2616,"1. Parent company"
199,2617,"1. Parent company"
206,2619,"1. Parent company"
206,2620,"1. Parent company"
623,2621,ii. Hotel
623,2621,i. Hotel Chain
184,2623,ii. Hotel
184,2623,i. Hotel Chain
184,2624,"1. Parent company"
158,2625,"1. Parent company"
206,2627,"1. Parent company"
206,2628,"1. Parent company"
1426,2629,"3. Factuuradres"
1426,2629,"1. Parent company"
643,2630,"1. Parent company"
1049,2632,i. Hotel Chain
1049,2632,Hotelname
2633,2634,i. Hotel Chain
2633,2634,Hotelname
190,2636,i. Hotel Chain
190,2636,Hotelname
2494,2637,"3. Factuuradres"
2494,2637,"1. Parent company"
2494,2638,"1. Parent company"
225,2639,"1. Parent company"
206,2644,"1. Parent company"
206,2645,C. Traveller
206,2645,"1. Parent company"
206,2646,C. Traveller
206,2646,"1. Parent company"
206,2647,C. Traveller
206,2647,"1. Parent company"
206,2648,"1. Parent company"
291,2649,"1. Parent company"
2649,2650,"1. Parent company"
233,2651,"1. Parent company"
2653,2654,"1. Parent company"
135,2655,"1. Parent company"
289,2656,"3. Factuuradres"
289,2656,"1. Parent company"
2656,2657,"1. Parent company"
184,2658,"1. Parent company"
2155,2660,"1. Parent company"
2661,2662,i. Hotel Chain
2661,2662,Hotelname
2661,2663,"1. Parent company"
2661,2664,"3. Factuuradres"
2661,2664,"1. Parent company"
2661,2665,"1. Parent company"
2661,2666,Sales Manager
2661,2667,"1. Parent company"
2661,2668,"1. Parent company"
190,2669,"1. Parent company"
2514,2670,"1. Parent company"
2523,2671,"1. Parent company"
1775,2674,"1. Parent company"
1775,2675,"1. Parent company"
184,2677,"1. Parent company"
2678,2679,"1. Parent company"
1492,2681,"1. Parent company"
3136,2682,"1. Parent company"
184,2683,"3. Factuuradres"
184,2683,"1. Parent company"
1220,2686,"3. Factuuradres"
1220,2686,"1. Parent company"
174,2688,"3. Factuuradres"
174,2688,"1. Parent company"
1581,2689,"1. Parent company"
2633,2690,"1. Parent company"
2633,2692,"1. Parent company"
2155,2693,"1. Parent company"
116,2694,"1. Parent company"
230,2695,"1. Parent company"
174,2696,"1. Parent company"
2698,2699,"1. Parent company"
210,2700,"1. Parent company"
96,2701,"1. Parent company"
291,2702,"1. Parent company"
1426,2703,i. Hotel Chain
1426,2703,Hotelname
2601,2705,"1. Parent company"
1220,2706,Chain
1220,2706,Hotelname
1220,2707,"1. Parent company"
1220,2708,"1. Parent company"
1581,2711,Chain
1581,2711,Hotelname
116,2712,"1. Parent company"
174,2714,"1. Parent company"
1050,2717,"1. Parent company"
1050,2718,"1. Parent company"
97,2719,"1. Parent company"
97,2720,"1. Parent company"
190,2721,"3. Factuuradres"
190,2721,"1. Parent company"
190,2722,"1. Parent company"
206,2727,"1. Parent company"
2494,2729,"1. Parent company"
2494,2730,"1. Parent company"
98,2733,Sales Manager
98,2734,"1. Parent company"
98,2735,"1. Parent company"
98,2736,"1. Parent company"
2737,2738,"1. Parent company"
2737,2739,"1. Parent company"
2737,2740,"1. Parent company"
2737,2741,"1. Parent company"
2737,2742,"1. Parent company"
2737,2743,"1. Parent company"
2737,2744,"1. Parent company"
2737,2745,"1. Parent company"
116,2748,"1. Parent company"
116,2749,"1. Parent company"
853,2750,"1. Parent company"
853,2751,Chain
853,2751,Hotelname
1061,2752,"1. Parent company"
2155,2754,"1. Parent company"
2155,2755,"1. Parent company"
191,2756,Chain
191,2756,Hotelname
2757,2758,"1. Parent company"
220,2759,"1. Parent company"
220,2760,"1. Parent company"
2514,2761,"1. Parent company"
307,2762,"1. Parent company"
803,2764,"1. Parent company"
291,2765,"1. Parent company"
2765,2766,"1. Parent company"
1220,2767,"1. Parent company"
1220,2768,"1. Parent company"
1220,2769,"1. Parent company"
1220,2771,"3. Factuuradres"
1220,2771,"1. Parent company"
1220,2772,"1. Parent company"
1220,2773,"1. Parent company"
206,2775,"1. Parent company"
206,2776,"1. Parent company"
218,2777,"1. Parent company"
227,2778,"1. Parent company"
2494,2779,"1. Parent company"
2780,2781,"1. Parent company"
91,2782,"1. Parent company"
91,2783,"3. Factuuradres"
91,2783,"1. Parent company"
1165,2784,"1. Parent company"
1165,2785,"1. Parent company"
190,2787,"1. Parent company"
1165,2788,"1. Parent company"
190,2790,"1. Parent company"
190,2791,"1. Parent company"
675,2792,"3. Factuuradres"
675,2792,"1. Parent company"
675,2793,"1. Parent company"
291,2795,"1. Parent company"
1050,2796,"1. Parent company"
2799,2800,"1. Parent company"
1220,2801,Chain
1220,2801,Hotelname
2494,2803,Chain
2494,2803,Hotelname
2494,2804,"1. Parent company"
174,2805,Banquet Sales
174,2806,"3. Factuuradres"
174,2806,"1. Parent company"
116,2810,"1. Parent company"
116,2811,"3. Factuuradres"
116,2811,"1. Parent company"
116,2812,"1. Parent company"
190,2813,"1. Parent company"
174,2814,"1. Parent company"
2815,2816,"1. Parent company"
2815,2817,"1. Parent company"
235,2819,"1. Parent company"
2815,2821,"1. Parent company"
148,2822,"3. Factuuradres"
148,2822,"1. Parent company"
230,2823,"1. Parent company"
2155,2825,"1. Parent company"
116,2826,"1. Parent company"
2445,2829,"1. Parent company"
2445,2830,"1. Parent company"
2445,2831,"1. Parent company"
2494,2832,Sales Manager
223,2834,"1. Parent company"
191,2838,"1. Parent company"
91,2839,"1. Parent company"
91,2840,"1. Parent company"
91,2841,"1. Parent company"
1487,2842,"1. Parent company"
1487,2843,"3. Factuuradres"
182,2846,"1. Parent company"
1050,2847,"1. Parent company"
182,2849,"1. Parent company"
182,2850,"1. Parent company"
291,2851,"1. Parent company"
182,2852,"1. Parent company"
190,2853,"1. Parent company"
190,2855,"1. Parent company"
2494,2856,"1. Parent company"
191,2857,"1. Parent company"
191,2858,"1. Parent company"
3136,2859,"1. Parent company"
174,2862,"1. Parent company"
174,2863,"1. Parent company"
1050,2864,"1. Parent company"
1050,2865,"1. Parent company"
1050,2866,"1. Parent company"
1050,2867,"1. Parent company"
174,2869,"1. Parent company"
218,2871,"1. Parent company"
248,2874,"1. Parent company"
2877,2878,"3. Factuuradres"
2877,2878,"1. Parent company"
220,2879,"1. Parent company"
2155,2880,"1. Parent company"
302,2881,"1. Parent company"
1220,2883,"1. Parent company"
2494,2885,"1. Parent company"
1814,2888,"1. Parent company"
1814,2889,"3. Factuuradres"
1814,2889,"1. Parent company"
184,2891,"1. Parent company"
2155,2894,"1. Parent company"
184,2897,"1. Parent company"
